,userId,Reputation,Views,UpVotes,DownVotes,postId,Score,ViewCount,CommentCount,Outlier
3497,253,5309,1147,1160,5,6912,8,1626,0,Reputation
3499,253,5309,1147,1160,5,7048,14,769,1,Reputation
3500,253,5309,1147,1160,5,7132,4,1429,0,Reputation
3501,253,5309,1147,1160,5,7172,2,144,5,Reputation
3502,253,5309,1147,1160,5,8420,3,123,1,Reputation
3503,253,5309,1147,1160,5,8442,3,159,0,Reputation
3504,253,5309,1147,1160,5,8677,5,487,0,Reputation
3505,253,5309,1147,1160,5,9131,9,1442,6,Reputation
3506,253,5309,1147,1160,5,10051,2,201,2,Reputation
3509,253,5309,1147,1160,5,10871,7,249,6,Reputation
3510,253,5309,1147,1160,5,10874,7,278,7,Reputation
3511,253,5309,1147,1160,5,11246,3,155,2,Reputation
3512,253,5309,1147,1160,5,11266,11,642,0,Reputation
3517,253,5309,1147,1160,5,12029,9,1321,2,Reputation
3519,253,5309,1147,1160,5,12046,3,831,0,Reputation
3520,253,5309,1147,1160,5,12081,6,605,3,Reputation
3522,253,5309,1147,1160,5,13159,5,823,1,Reputation
3523,253,5309,1147,1160,5,13211,5,379,0,Reputation
3524,253,5309,1147,1160,5,13427,6,421,2,Reputation
3525,253,5309,1147,1160,5,13721,3,285,3,Reputation
3526,253,5309,1147,1160,5,13817,3,1542,2,Reputation
3527,253,5309,1147,1160,5,13873,5,261,1,Reputation
3528,253,5309,1147,1160,5,13932,6,1072,1,Reputation
3529,253,5309,1147,1160,5,15456,2,23434,0,Reputation
3531,253,5309,1147,1160,5,15744,6,1506,5,Reputation
3532,253,5309,1147,1160,5,15840,5,682,5,Reputation
3534,253,5309,1147,1160,5,16219,3,634,0,Reputation
3536,253,5309,1147,1160,5,18323,1,289,12,Reputation
3537,253,5309,1147,1160,5,19195,9,940,0,Reputation
3538,253,5309,1147,1160,5,19227,6,724,1,Reputation
3539,253,5309,1147,1160,5,19291,14,870,0,Reputation
3540,253,5309,1147,1160,5,19319,9,1828,2,Reputation
3542,253,5309,1147,1160,5,19412,6,172,0,Reputation
3543,253,5309,1147,1160,5,19425,7,358,0,Reputation
3544,253,5309,1147,1160,5,19524,3,877,1,Reputation
3545,253,5309,1147,1160,5,19675,3,1816,2,Reputation
3546,253,5309,1147,1160,5,19681,15,8366,3,Reputation
3547,253,5309,1147,1160,5,20032,13,1839,0,Reputation
3550,253,5309,1147,1160,5,20227,6,1217,1,Reputation
3551,253,5309,1147,1160,5,20243,5,510,4,Reputation
3554,253,5309,1147,1160,5,22059,6,250,3,Reputation
3555,253,5309,1147,1160,5,23658,3,309,3,Reputation
3557,253,5309,1147,1160,5,27199,5,3781,2,Reputation
3559,253,5309,1147,1160,5,29271,15,6025,0,Reputation
3560,253,5309,1147,1160,5,29272,2,93,0,Reputation
3561,253,5309,1147,1160,5,31284,11,845,1,Reputation
3562,253,5309,1147,1160,5,32292,8,200,4,Reputation
3564,253,5309,1147,1160,5,32472,2,395,0,Reputation
3565,253,5309,1147,1160,5,33063,3,261,0,Reputation
3566,253,5309,1147,1160,5,34325,10,1525,4,Reputation
3569,253,5309,1147,1160,5,35711,25,3332,4,Reputation
3572,253,5309,1147,1160,5,41419,6,265,0,Reputation
3574,253,5309,1147,1160,5,41851,10,178,4,Reputation
3575,253,5309,1147,1160,5,46847,5,225,3,Reputation
3576,253,5309,1147,1160,5,47987,1,1046,0,Reputation
3577,253,5309,1147,1160,5,49084,1,451,4,Reputation
3578,253,5309,1147,1160,5,50672,3,231,2,Reputation
3579,253,5309,1147,1160,5,51023,2,52,0,Reputation
3580,253,5309,1147,1160,5,52002,2,448,0,Reputation
3581,253,5309,1147,1160,5,55493,5,143,0,Reputation
3582,253,5309,1147,1160,5,59546,2,793,4,Reputation
3583,253,5309,1147,1160,5,68334,1,94,1,Reputation
3584,253,5309,1147,1160,5,73623,4,486,2,Reputation
3585,253,5309,1147,1160,5,74483,4,58,3,Reputation
3586,253,5309,1147,1160,5,78314,4,98,0,Reputation
3587,253,5309,1147,1160,5,79486,0,73,0,Reputation
3588,253,5309,1147,1160,5,80520,1,54,2,Reputation
3589,253,5309,1147,1160,5,82292,4,318,6,Reputation
3590,253,5309,1147,1160,5,110686,2,26,2,Reputation
3617,264,4701,839,1408,55,3193,6,170,0,Reputation
3618,264,4701,839,1408,55,4065,7,238,2,Reputation
3625,264,4701,839,1408,55,4884,2,448,2,Reputation
3629,264,4701,839,1408,55,5081,1,1345,1,Reputation
3637,264,4701,839,1408,55,6753,5,1290,9,Reputation
3654,264,4701,839,1408,55,9735,4,663,6,Reputation
3661,264,4701,839,1408,55,10856,6,1816,4,Reputation
3666,264,4701,839,1408,55,13089,3,384,0,Reputation
3673,264,4701,839,1408,55,17846,5,526,11,Reputation
3684,264,4701,839,1408,55,22504,12,788,0,Reputation
3699,264,4701,839,1408,55,29386,3,178,5,Reputation
3717,264,4701,839,1408,55,49287,5,157,2,Reputation
3743,266,1272,335,108,1,486,17,23985,4,Reputation
3748,266,1272,335,108,1,548,5,571,0,Reputation
3751,266,1272,335,108,1,2513,6,1430,3,Reputation
3756,266,1272,335,108,1,5926,9,4810,3,Reputation
3758,266,1272,335,108,1,10975,11,6654,3,Reputation
3761,266,1272,335,108,1,11898,3,391,0,Reputation
3773,266,1272,335,108,1,111168,1,15,0,Reputation
3781,273,1384,87,17,0,1274,6,579,3,Reputation
3782,273,1384,87,17,0,1883,5,962,10,Reputation
3783,273,1384,87,17,0,76635,3,111,4,Reputation
3785,273,1384,87,17,0,78941,2,29,0,Reputation
3786,273,1384,87,17,0,78949,4,251,3,Reputation
3789,273,1384,87,17,0,79799,1,240,1,Reputation
3793,273,1384,87,17,0,80196,13,393,1,Reputation
3803,273,1384,87,17,0,81552,8,206,13,Reputation
3810,273,1384,87,17,0,83868,3,95,1,Reputation
3819,273,1384,87,17,0,85859,2,43,7,Reputation
3825,273,1384,87,17,0,86664,5,119,12,Reputation
3826,273,1384,87,17,0,86767,27,601,1,Reputation
4003,287,847,73,19,0,1133,6,6064,2,Reputation
4006,287,847,73,19,0,1261,3,213,4,Reputation
4010,287,847,73,19,0,3173,4,655,0,Reputation
4011,287,847,73,19,0,7527,11,1204,0,Reputation
4012,287,847,73,19,0,8338,2,77,0,Reputation
4013,287,847,73,19,0,9203,4,116,0,Reputation
4014,287,847,73,19,0,11878,9,347,8,Reputation
4015,287,847,73,19,0,16608,7,5068,3,Reputation
4016,287,847,73,19,0,20723,0,57,5,Reputation
4017,287,847,73,19,0,28605,1,515,3,Reputation
4018,287,847,73,19,0,37611,3,473,0,Reputation
4019,287,847,73,19,0,38401,9,219,2,Reputation
4155,319,1994,523,62,0,927,17,778,0,Reputation
4175,319,1994,523,62,0,6518,15,287,0,Reputation
4176,319,1994,523,62,0,7029,21,966,5,Reputation
4178,319,1994,523,62,0,9695,18,574,1,Reputation
4184,333,1233,104,75,4,672,21,5405,2,Reputation
4185,333,1233,104,75,4,3892,9,869,0,Reputation
4186,333,1233,104,75,4,4368,1,1403,0,Reputation
4187,333,1233,104,75,4,7070,10,8585,0,Reputation
4188,333,1233,104,75,4,7074,2,1178,4,Reputation
4189,333,1233,104,75,4,9003,3,401,2,Reputation
4190,333,1233,104,75,4,9307,1,177,1,Reputation
4191,333,1233,104,75,4,9358,12,5656,0,Reputation
4192,333,1233,104,75,4,9744,4,286,0,Reputation
4193,333,1233,104,75,4,9745,2,662,0,Reputation
4194,333,1233,104,75,4,9951,3,888,2,Reputation
4195,333,1233,104,75,4,10700,1,1610,2,Reputation
4196,333,1233,104,75,4,11033,6,2128,0,Reputation
4197,333,1233,104,75,4,11064,16,2765,0,Reputation
4198,333,1233,104,75,4,11109,28,8108,1,Reputation
4199,333,1233,104,75,4,11500,6,233,0,Reputation
4200,333,1233,104,75,4,11724,2,5821,2,Reputation
4202,333,1233,104,75,4,11924,4,4937,0,Reputation
4203,333,1233,104,75,4,11936,2,134,0,Reputation
4204,333,1233,104,75,4,11950,6,1454,1,Reputation
4205,333,1233,104,75,4,11985,4,1251,0,Reputation
4206,333,1233,104,75,4,12443,4,132,4,Reputation
4207,333,1233,104,75,4,12525,15,5250,0,Reputation
4208,333,1233,104,75,4,12549,1,592,2,Reputation
4209,333,1233,104,75,4,12606,2,168,2,Reputation
4210,333,1233,104,75,4,12623,1,1257,0,Reputation
4211,333,1233,104,75,4,12683,1,121,6,Reputation
4213,333,1233,104,75,4,12706,1,900,13,Reputation
4214,333,1233,104,75,4,12779,1,256,4,Reputation
4215,333,1233,104,75,4,12816,0,216,7,Reputation
4216,333,1233,104,75,4,12857,10,2000,0,Reputation
4217,333,1233,104,75,4,12890,1,247,0,Reputation
4218,333,1233,104,75,4,13267,4,1374,0,Reputation
4219,333,1233,104,75,4,14158,5,1931,0,Reputation
4220,333,1233,104,75,4,14168,1,125,3,Reputation
4221,333,1233,104,75,4,14175,8,688,0,Reputation
4222,333,1233,104,75,4,14294,1,149,2,Reputation
4223,333,1233,104,75,4,14360,3,1276,3,Reputation
4224,333,1233,104,75,4,17271,0,88,5,Reputation
4225,333,1233,104,75,4,17391,7,8341,2,Reputation
4226,333,1233,104,75,4,18263,2,167,0,Reputation
4310,339,3039,363,125,0,1060,6,958,0,Reputation
4318,339,3039,363,125,0,1713,9,2141,0,Reputation
4322,339,3039,363,125,0,1812,5,704,0,Reputation
4332,339,3039,363,125,0,2220,7,2133,0,Reputation
4340,339,3039,363,125,0,3885,3,160,2,Reputation
4342,339,3039,363,125,0,4762,1,2354,2,Reputation
4345,339,3039,363,125,0,5206,6,1448,0,Reputation
4348,339,3039,363,125,0,5808,5,2454,0,Reputation
4350,339,3039,363,125,0,5952,8,2663,0,Reputation
4353,339,3039,363,125,0,6214,11,2218,0,Reputation
4354,339,3039,363,125,0,6442,3,639,0,Reputation
4357,339,3039,363,125,0,8504,4,1640,1,Reputation
4358,339,3039,363,125,0,9124,1,536,0,Reputation
4359,339,3039,363,125,0,9500,8,6776,7,Reputation
4360,339,3039,363,125,0,11341,2,497,5,Reputation
4363,339,3039,363,125,0,21112,4,845,0,Reputation
4365,339,3039,363,125,0,33327,2,1388,0,Reputation
4366,339,3039,363,125,0,60640,3,141,0,Reputation
4372,352,793,99,236,2,1430,6,1368,2,Reputation
4373,352,793,99,236,2,1441,3,468,2,Reputation
4387,364,5442,671,115,2,1169,5,710,0,Reputation
4389,364,5442,671,115,2,1399,7,1369,0,Reputation
4391,364,5442,671,115,2,1649,5,470,0,Reputation
4403,364,5442,671,115,2,2401,10,1270,1,Reputation
4407,364,5442,671,115,2,2956,17,439,0,Reputation
4411,364,5442,671,115,2,3928,7,310,0,Reputation
4415,364,5442,671,115,2,4551,121,10402,6,Reputation
4433,364,5442,671,115,2,6208,14,1567,3,Reputation
4435,364,5442,671,115,2,6312,13,592,2,Reputation
4436,364,5442,671,115,2,6318,11,713,8,Reputation
4444,364,5442,671,115,2,7676,5,145,3,Reputation
4446,364,5442,671,115,2,8088,7,741,2,Reputation
4448,364,5442,671,115,2,8459,2,120,2,Reputation
4451,364,5442,671,115,2,8798,6,799,0,Reputation
4455,364,5442,671,115,2,8972,8,538,8,Reputation
4456,364,5442,671,115,2,9352,5,284,0,Reputation
4457,364,5442,671,115,2,9354,6,1102,0,Reputation
4459,364,5442,671,115,2,9990,12,899,1,Reputation
4461,364,5442,671,115,2,10002,8,400,1,Reputation
4464,364,5442,671,115,2,10510,40,1813,4,Reputation
4467,364,5442,671,115,2,11070,10,527,2,Reputation
4468,364,5442,671,115,2,11165,6,618,0,Reputation
4469,364,5442,671,115,2,11176,4,486,0,Reputation
4473,364,5442,671,115,2,11903,5,103,1,Reputation
4474,364,5442,671,115,2,12194,4,171,1,Reputation
4476,364,5442,671,115,2,12602,9,579,7,Reputation
4479,364,5442,671,115,2,12805,5,303,1,Reputation
4482,364,5442,671,115,2,14241,4,159,4,Reputation
4486,364,5442,671,115,2,15768,20,1054,0,Reputation
4496,364,5442,671,115,2,18484,1,323,0,Reputation
4500,364,5442,671,115,2,19175,7,239,0,Reputation
4503,364,5442,671,115,2,21783,1,98,1,Reputation
4504,364,5442,671,115,2,21957,1,75,3,Reputation
4508,364,5442,671,115,2,22895,6,237,0,Reputation
4512,364,5442,671,115,2,23313,4,490,2,Reputation
4513,364,5442,671,115,2,23317,5,1039,6,Reputation
4515,364,5442,671,115,2,24070,1,314,0,Reputation
4517,364,5442,671,115,2,26450,90,7545,9,Reputation
4518,364,5442,671,115,2,26537,8,1834,0,Reputation
4519,364,5442,671,115,2,26902,3,104,8,Reputation
4520,364,5442,671,115,2,27345,24,3273,2,Reputation
4521,364,5442,671,115,2,33468,4,100,0,Reputation
4522,364,5442,671,115,2,38929,1,48,1,Reputation
4524,364,5442,671,115,2,59289,2,232,1,Reputation
4525,364,5442,671,115,2,77279,0,53,1,Reputation
4526,364,5442,671,115,2,78650,1,80,0,Reputation
4527,364,5442,671,115,2,100404,1,39,0,Reputation
4528,364,5442,671,115,2,106094,0,14,0,Reputation
4552,386,891,185,55,0,2439,7,497,0,Reputation
4553,386,891,185,55,0,2559,6,525,0,Reputation
4554,386,891,185,55,0,2641,97,37144,4,Reputation
4555,386,891,185,55,0,3130,8,108,1,Reputation
4556,386,891,185,55,0,5049,7,176,2,Reputation
4557,386,891,185,55,0,6899,3,131,0,Reputation
4558,386,891,185,55,0,7990,1,106,3,Reputation
4559,386,891,185,55,0,8472,8,7690,0,Reputation
4560,386,891,185,55,0,11262,3,26,0,Reputation
4561,386,891,185,55,0,13690,10,1677,8,Reputation
4562,386,891,185,55,0,15687,2,144,0,Reputation
4580,401,6906,1070,394,6,2219,4,1161,0,Reputation
4617,401,6906,1070,394,6,12651,8,744,4,Reputation
4669,401,6906,1070,394,6,19717,7,325,6,Reputation
4671,401,6906,1070,394,6,20295,27,2322,8,Reputation
4673,401,6906,1070,394,6,21096,3,144,0,Reputation
4687,401,6906,1070,394,6,24235,2,52,3,Reputation
4690,401,6906,1070,394,6,26387,2,123,4,Reputation
4692,401,6906,1070,394,6,26543,2,126,1,Reputation
4693,401,6906,1070,394,6,26988,5,797,2,Reputation
4706,401,6906,1070,394,6,33364,5,1129,2,Reputation
4725,401,6906,1070,394,6,45599,3,94,0,Reputation
4730,401,6906,1070,394,6,49885,2,135,0,Reputation
4733,401,6906,1070,394,6,51663,3,123,1,Reputation
4735,401,6906,1070,394,6,54986,6,449,2,Reputation
4739,401,6906,1070,394,6,63957,8,106,0,Reputation
4745,401,6906,1070,394,6,108096,6,107,0,Reputation
4773,438,2133,272,28,1,964,3,393,0,Reputation
4775,438,2133,272,28,1,1164,50,2732,3,Reputation
4778,438,2133,272,28,1,1385,9,1034,2,Reputation
4794,438,2133,272,28,1,29117,1,998,1,Reputation
4802,439,2031,268,152,1,4040,13,4121,0,Reputation
4804,439,2031,268,152,1,4200,1,1395,0,Reputation
4805,439,2031,268,152,1,4272,33,4284,0,Reputation
4806,439,2031,268,152,1,4284,13,2430,1,Reputation
4807,439,2031,268,152,1,4371,6,532,0,Reputation
4811,439,2031,268,152,1,4543,6,2012,0,Reputation
4812,439,2031,268,152,1,4575,11,2024,2,Reputation
4814,439,2031,268,152,1,4603,4,1196,0,Reputation
4815,439,2031,268,152,1,4612,9,8532,3,Reputation
4816,439,2031,268,152,1,4624,11,301,0,Reputation
4817,439,2031,268,152,1,4663,18,2764,0,Reputation
4824,439,2031,268,152,1,4934,1,742,0,Reputation
4825,439,2031,268,152,1,4936,6,931,0,Reputation
4828,439,2031,268,152,1,4980,7,1568,0,Reputation
4829,439,2031,268,152,1,4999,4,375,0,Reputation
4830,439,2031,268,152,1,5004,2,738,1,Reputation
4832,439,2031,268,152,1,9341,4,175,0,Reputation
4833,439,2031,268,152,1,9467,6,461,0,Reputation
4834,439,2031,268,152,1,9544,6,299,0,Reputation
4836,439,2031,268,152,1,10703,4,167,8,Reputation
4856,442,6431,973,857,21,2067,12,1787,6,Reputation
4871,442,6431,973,857,21,3559,25,25960,2,Reputation
4875,442,6431,973,857,21,6127,28,9926,1,Reputation
4892,442,6431,973,857,21,14088,11,4554,8,Reputation
4895,442,6431,973,857,21,14947,8,2646,3,Reputation
4896,442,6431,973,857,21,15102,19,7737,2,Reputation
4906,442,6431,973,857,21,23833,4,2263,11,Reputation
4908,442,6431,973,857,21,23874,2,982,3,Reputation
4914,442,6431,973,857,21,26523,4,4696,0,Reputation
4918,442,6431,973,857,21,28169,10,385,6,Reputation
4919,442,6431,973,857,21,28730,24,10693,4,Reputation
4935,442,6431,973,857,21,38493,3,706,6,Reputation
4936,442,6431,973,857,21,38639,2,200,0,Reputation
4955,442,6431,973,857,21,70783,8,1441,3,Reputation
4956,442,6431,973,857,21,71172,5,703,0,Reputation
4960,442,6431,973,857,21,72626,7,427,4,Reputation
4965,442,6431,973,857,21,81166,5,162,2,Reputation
5290,485,2908,265,444,11,1521,14,5188,3,Reputation
5303,485,2908,265,444,11,3713,33,6451,2,Reputation
5306,485,2908,265,444,11,4086,7,853,2,Reputation
5316,485,2908,265,444,11,11050,17,674,0,Reputation
5320,485,2908,265,444,11,20583,9,1279,4,Reputation
5332,493,909,96,87,4,10719,6,215,0,Reputation
5340,493,909,96,87,4,31097,1,102,0,Reputation
5381,495,2092,272,32,4,14804,5,235,0,Reputation
5387,495,2092,272,32,4,30729,21,632,15,Reputation
5407,511,1796,516,33,4,949,15,1880,9,Reputation
5408,511,1796,516,33,4,1469,3,174,2,Reputation
5411,511,1796,516,33,4,1621,7,427,3,Reputation
5412,511,1796,516,33,4,1674,4,294,1,Reputation
5413,511,1796,516,33,4,1681,3,274,2,Reputation
5415,511,1796,516,33,4,1923,5,358,0,Reputation
5417,511,1796,516,33,4,2079,2,85,2,Reputation
5420,511,1796,516,33,4,2397,7,2105,5,Reputation
5421,511,1796,516,33,4,2423,8,1965,5,Reputation
5423,511,1796,516,33,4,2828,16,1613,8,Reputation
5426,511,1796,516,33,4,3963,3,125,0,Reputation
5427,511,1796,516,33,4,4564,6,258,0,Reputation
5431,511,1796,516,33,4,4988,4,246,3,Reputation
5435,511,1796,516,33,4,11539,4,527,1,Reputation
5436,511,1796,516,33,4,19155,4,101,0,Reputation
5437,511,1796,516,33,4,32666,3,100,3,Reputation
5441,511,1796,516,33,4,34988,3,123,0,Reputation
5442,511,1796,516,33,4,45151,2,128,3,Reputation
5458,521,2133,205,65,0,1337,69,66972,3,Reputation
5553,557,1273,142,58,0,3381,2,930,4,Reputation
5555,557,1273,142,58,0,3556,7,1271,1,Reputation
5557,557,1273,142,58,0,3856,4,477,1,Reputation
5558,557,1273,142,58,0,4733,2,218,2,Reputation
5560,557,1273,142,58,0,5746,3,292,2,Reputation
5561,557,1273,142,58,0,5868,2,136,1,Reputation
5564,557,1273,142,58,0,6314,14,920,5,Reputation
5567,557,1273,142,58,0,8240,6,170,1,Reputation
5569,557,1273,142,58,0,10592,7,542,5,Reputation
5570,557,1273,142,58,0,11436,13,402,3,Reputation
5572,557,1273,142,58,0,11897,10,208,1,Reputation
5581,557,1273,142,58,0,19705,10,230,3,Reputation
5585,557,1273,142,58,0,22595,5,84,4,Reputation
5586,557,1273,142,58,0,25971,3,114,1,Reputation
5587,557,1273,142,58,0,26766,3,93,2,Reputation
5590,557,1273,142,58,0,30237,2,65,5,Reputation
5591,557,1273,142,58,0,35668,2,155,0,Reputation
5614,561,2002,186,155,11,1805,20,18993,1,Reputation
5616,561,2002,186,155,11,1935,8,1622,0,Reputation
5622,561,2002,186,155,11,3113,7,3186,0,Reputation
5624,561,2002,186,155,11,12128,16,15981,3,Reputation
5626,561,2002,186,155,11,14226,47,2077,10,Reputation
5629,561,2002,186,155,11,15187,3,2619,1,Reputation
5630,561,2002,186,155,11,15444,3,334,0,Reputation
5634,561,2002,186,155,11,16319,2,2640,1,Reputation
5638,561,2002,186,155,11,18082,11,25197,0,Reputation
5641,561,2002,186,155,11,19703,5,910,1,Reputation
5645,561,2002,186,155,11,27038,19,2308,5,Reputation
5646,561,2002,186,155,11,40769,47,2299,5,Reputation
5694,582,2400,293,692,23,961,10,1991,0,Reputation
5699,582,2400,293,692,23,1881,8,1920,0,Reputation
5700,582,2400,293,692,23,1944,2,231,4,Reputation
5711,582,2400,293,692,23,4043,6,511,0,Reputation
5715,582,2400,293,692,23,5250,14,7749,0,Reputation
5720,582,2400,293,692,23,6097,5,119,4,Reputation
5729,582,2400,293,692,23,9306,7,277,4,Reputation
5742,582,2400,293,692,23,25343,3,1004,12,Reputation
5744,582,2400,293,692,23,36294,5,1258,0,Reputation
5745,582,2400,293,692,23,40572,3,175,14,Reputation
5747,582,2400,293,692,23,57701,1,58,0,Reputation
5748,582,2400,293,692,23,58031,4,1384,4,Reputation
5749,582,2400,293,692,23,62655,0,59,2,Reputation
5750,582,2400,293,692,23,63569,2,40,0,Reputation
5752,582,2400,293,692,23,73084,5,309,1,Reputation
5754,582,2400,293,692,23,85896,3,86,2,Reputation
5755,582,2400,293,692,23,100975,0,27,2,Reputation
5759,588,1034,185,38,0,1099,6,1409,3,Reputation
5760,588,1034,185,38,0,1228,8,286,2,Reputation
5761,588,1034,185,38,0,1278,3,5222,2,Reputation
5762,588,1034,185,38,0,1531,4,8479,1,Reputation
5763,588,1034,185,38,0,1818,11,11533,0,Reputation
5764,588,1034,185,38,0,2154,1,292,2,Reputation
5765,588,1034,185,38,0,2886,7,2792,0,Reputation
5766,588,1034,185,38,0,3112,4,1875,0,Reputation
5767,588,1034,185,38,0,3232,5,172,0,Reputation
5768,588,1034,185,38,0,3584,8,633,0,Reputation
5769,588,1034,185,38,0,3586,2,733,2,Reputation
5770,588,1034,185,38,0,4539,4,5994,0,Reputation
5771,588,1034,185,38,0,4568,2,1197,0,Reputation
5772,588,1034,185,38,0,5195,8,3303,5,Reputation
5773,588,1034,185,38,0,5247,3,573,0,Reputation
5774,588,1034,185,38,0,6448,6,767,1,Reputation
5775,588,1034,185,38,0,6481,2,181,4,Reputation
5776,588,1034,185,38,0,6505,11,16486,3,Reputation
5777,588,1034,185,38,0,6562,3,448,2,Reputation
5778,588,1034,185,38,0,6660,8,896,1,Reputation
5779,588,1034,185,38,0,6740,5,616,0,Reputation
5780,588,1034,185,38,0,7190,2,212,1,Reputation
5781,588,1034,185,38,0,7826,5,933,2,Reputation
5782,588,1034,185,38,0,8306,8,1707,0,Reputation
5783,588,1034,185,38,0,8748,7,200,0,Reputation
5784,588,1034,185,38,0,10926,4,5781,2,Reputation
5785,588,1034,185,38,0,20013,3,2247,0,Reputation
5786,588,1034,185,38,0,20533,1,591,3,Reputation
5787,588,1034,185,38,0,20699,1,98,0,Reputation
5789,588,1034,185,38,0,20854,2,1270,3,Reputation
5790,588,1034,185,38,0,20861,2,518,1,Reputation
5791,588,1034,185,38,0,20862,0,66,1,Reputation
5792,588,1034,185,38,0,20864,4,1268,1,Reputation
5793,588,1034,185,38,0,22392,3,1189,0,Reputation
5794,588,1034,185,38,0,22935,3,180,1,Reputation
5795,588,1034,185,38,0,30720,1,157,0,Reputation
5796,588,1034,185,38,0,31121,1,168,0,Reputation
5797,588,1034,185,38,0,32808,0,54,2,Reputation
5798,588,1034,185,38,0,33151,1,159,0,Reputation
5799,588,1034,185,38,0,35841,2,2842,0,Reputation
5800,588,1034,185,38,0,38541,2,1434,0,Reputation
5801,588,1034,185,38,0,38577,1,166,0,Reputation
5802,588,1034,185,38,0,40732,3,473,0,Reputation
5803,588,1034,185,38,0,52053,1,221,4,Reputation
5804,588,1034,185,38,0,92127,0,50,1,Reputation
5805,588,1034,185,38,0,92678,0,22,0,Reputation
5806,588,1034,185,38,0,96716,0,28,0,Reputation
5807,588,1034,185,38,0,102973,1,61,0,Reputation
5808,588,1034,185,38,0,111423,3,245,0,Reputation
5809,588,1034,185,38,0,111682,0,26,1,Reputation
5810,588,1034,185,38,0,114407,0,13,1,Reputation
5836,601,13478,1286,283,17,1797,11,1560,2,Reputation
5853,601,13478,1286,283,17,3412,14,1309,2,Reputation
5892,601,13478,1286,283,17,12750,1,70,0,Reputation
5920,601,13478,1286,283,17,16013,11,1344,2,Reputation
5957,601,13478,1286,283,17,22125,6,166,12,Reputation
6080,601,13478,1286,283,17,61895,4,174,4,Reputation
6114,601,13478,1286,283,17,67367,6,119,0,Reputation
6200,601,13478,1286,283,17,112827,4,52,8,Reputation
